raw_character_text,word_count,sentence count,syllable count,Flesch readability,Flesch-Kincaid grade
Newsman,149,12,242,56.82805649,8.417600671
Paula Paul,149,19,185,93.8349947,2.119427764
Supervisor,149,24,204,84.70535375,2.986954698
Gary Busey,149,15,198,84.33119016,3.964536913
JULIA,148,22,186,93.68519656,1.863366093
Roger,148,22,192,90.25546683,2.341744472
Adult Milhouse,148,16,186,91.12462838,2.84722973
Stonecutters,148,43,192,93.59016028,1.06043369
Spanish P.A. Announcer,148,24,203,84.53664414,3.000135135
Mesmerino,147,28,190,92.15931122,1.70920068
Zookeeper,147,18,201,82.86828231,3.729693878
Ambassador,146,25,199,85.5964411,2.771161644
Sacagawea,146,21,189,90.26189498,2.396771037
INTELLECTUAL ALIEN,145,19,192,87.0668784,3.011143376
James Taylor,145,15,186,88.50195402,3.316551724
Engineer,144,20,202,80.852,3.770777778
HOWELL HUSER,143,28,194,86.87922203,2.410177323
The Vamp,143,25,172,99.27255664,0.833806993
Diner Owner,143,32,173,99.950967,0.428336976
Fox Mulder,143,19,216,71.40837689,5.169039382
Female Announcer,143,19,203,79.09928598,4.096312109
Erin,143,28,176,97.52817308,0.924862637
ALBERT,142,22,177,94.83152369,1.635723431
Leon Kompowsky,141,18,171,96.28416667,1.775638298
Arnold,141,27,173,97.73444444,0.924680851
Viktor,140,22,177,93.41733766,1.81038961
Zhenya,140,20,179,91.56285714,2.227142857
Al,140,21,174,94.92261905,1.675714286
Sid,140,24,164,101.8113095,0.507857143
Dana Scully,140,18,187,85.93912698,3.204761905
District Attorney,139,18,178,90.6602538,2.532458034
FLANDISH,139,21,177,92.38860911,2.017327852
Female Researcher,137,20,189,83.17130109,3.360332117
Vampire Dad,137,29,159,103.8545985,-0.052695696
Stage Manager,137,23,190,83.46066328,3.098006982
Bob Hope,136,23,174,92.59502558,1.81314578
Trainer,136,21,177,90.1572549,2.293067227
Dr. Egoyan,135,18,190,80.15583333,3.942407407
Gendarme,135,20,176,89.69041667,2.426203704
Radio Announcer #1,135,20,173,91.57041667,2.163981481
Jane,135,17,195,76.57470588,4.551503268
Tv Announcer #2,134,16,205,68.90900187,5.728488806
Scientist,134,20,179,87.02405224,2.785686567
Pharaoh Skinner,134,33,179,89.70303709,1.756322931
LANEY FONTAINE,134,13,164,92.8323938,2.871791045
Broker,134,20,182,85.13002239,3.049865672
Store Manager,134,18,175,88.79381426,2.723781095
Official,133,19,181,84.59766917,3.198646617
Alaska Nebraska,133,20,156,100.8551748,0.844101504
Salieri,133,23,177,88.37768225,2.36897679
Rick,133,20,151,104.0356259,0.400492481
Opal,132,20,181,84.13145455,3.16430303
Trucker #2,131,19,162,95.21699478,1.691313781
RINGO,131,26,171,91.28890047,1.778053435
Elton John,131,23,163,95.78826419,1.313747096
Wife,131,25,170,91.73014046,1.766577099
Nancy,131,23,174,88.68444739,2.304586791
Booberella,130,18,182,81.06444444,3.746666667
Bonk It,130,64,130,120.1732813,-2.9978125
Paul Bunyan,130,30,156,100.9166667,0.26
Marriage Counselor,130,16,171,87.30658654,3.100288462
Ioc Chairman,129,14,173,84.02668605,3.82837763
Midwestern Dad,129,19,160,95.01345165,1.693553652
Principal Upfoot,129,16,168,88.47481831,2.92181686
Mrs. Powers,129,16,164,91.09807413,2.555925388
MOTHERLOVING,128,17,152,98.73014706,1.358970588
Magician,128,21,161,94.23739583,1.629330357
Coyote,128,22,176,84.60454545,2.904090909
Adriatica Vel Johnson,128,16,167,88.3384375,2.9253125
Homer's Recording,128,24,180,82.45291667,3.08375
BUZZ,128,23,170,88.82692935,2.252309783
Worm Man,127,18,153,97.75392607,1.377414698
Molloy,127,14,170,84.38340551,3.743132733
Jennifer,127,20,155,97.1377815,1.288074803
Roger Daltrey,127,21,159,94.78013123,1.541799775
Female Marketing Executive,127,12,169,83.51496391,4.239862205
H.K. Duff,126,18,160,92.30142857,2.124126984
Sister Thomasina,126,16,151,97.45616071,1.622519841
Gary Coleman,126,31,173,86.55237327,2.196748592
SVEN-GOLLY,126,25,149,101.6765429,0.329568254
Cliff,126,17,155,95.24063025,1.816461251
Plumber,126,16,152,96.78473214,1.716170635
Society Matron,126,18,156,94.98714286,1.74952381
Game Show Host,125,22,163,90.74955455,2.013109091
Capital City Goofball,125,17,165,87.69976471,2.853647059
Clay,125,30,148,102.4394333,0.0062
Joan Bushwell,125,29,175,84.02,2.611034483
Vet,125,24,155,96.64454167,1.07325
Security Salesman,124,11,156,88.96092375,3.651524927
HAWKING,124,21,164,88.95134409,2.319308756
Workman,124,22,160,91.95280059,1.83398827
JIMMY,124,18,155,94.09277778,1.846666667
Plastic Surgeon,124,18,175,80.44761649,3.749892473
Picture Man,123,12,169,80.19222561,4.62050813
Alien Woman,123,17,173,80.50093257,3.828512673
ARCHANGEL,123,21,164,88.09,2.427619048
Male Co-host,123,12,173,77.4410061,5.004247967
Le Duc,123,22,163,89.04803215,2.227852919
Witch,123,28,153,97.14210366,0.801263066
Joseph,122,25,158,92.31786557,1.595167213
David Silverman,122,14,149,94.66704918,2.220046838
Ginger,122,22,139,104.817839,0.016989568
Abraham Lincoln,121,21,165,85.6230303,2.748051948
Prime Minister,121,26,163,88.1460569,2.120867769
Queen Elizabeth,121,23,153,94.52166367,1.382400287
Alien,121,20,155,92.32234917,1.885202479
Soldier #1,121,25,143,101.9405818,0.243054545
Prof. Huntington,121,23,161,88.92827524,2.162565577
STIG,121,20,142,101.4116054,0.617433884
Aunt Gladys,120,20,167,83.01,3.171666667
JEFF ROSS,120,8,168,73.17,6.78
DEMON TEACHER,120,21,155,91.76,1.880238095
John Madden,120,10,145,92.43,3.348333333
WALT,120,18,160,87.26833333,2.743333333
Chase,120,21,140,102.335,0.405238095
Shady,120,22,145,99.07363636,0.795606061
Lewis Clark,119,27,144,99.98837224,0.407880486
Omnitouch Rep,119,16,177,73.45232405,4.861885504
Jerry Rude,118,25,155,90.91708136,1.7508
Keith Richards,118,22,145,97.43328197,1.001818182
Dr. Stephen Hawking,118,17,165,81.49309571,3.617058824
Drill Instructor,118,13,154,87.21175359,3.35
Annette,118,17,167,80.05919741,3.817058824
Librarian,118,20,148,94.73802542,1.511
Husband #2,118,19,150,92.98894291,1.832105263
Robert Wagner,117,15,159,83.94876923,3.487897436
School Therapist,117,18,143,96.8375,1.367222222
Head Judge,117,13,169,75.5,4.964444444
Mav,117,17,141,97.89556561,1.314630468
Tabloid Editor,117,23,141,99.71789298,0.614425864
George W. Bush,117,18,143,96.8375,1.367222222
Sylvia,116,20,153,89.36351724,2.235793103
Arthur Fortune,116,22,145,95.73318182,1.216363636
Neil Gaiman,116,14,160,81.73534483,3.91729064
Monsarno Rep,116,14,154,86.1112069,3.306945813
Dr. Thurston,116,15,163,80.10808046,4.007034483
Wolf,115,10,142,90.6998913,3.465434783
Company,115,14,155,84.47141304,3.517919255
Gwendolyn,115,16,156,84.77794837,3.220081522
Big Daddy,115,18,143,95.15201691,1.574710145
Millicent,114,17,169,74.61273994,4.518276574
June,114,21,149,90.75131579,1.949949875
Paul Harvey,114,16,178,67.50838816,5.613311404
Chairman,114,9,159,75.98359649,5.807894737
Maitre D',114,19,161,81.26605263,3.414912281
Troll Moe,114,21,138,98.91447368,0.811353383
Erik,114,21,136,100.3986842,0.60433584
Quimby's Lawyer,114,15,172,71.47889474,5.177508772
Newsreel Announcer,114,24,170,75.85585526,3.858991228
Marbles,113,28,138,99.42193584,0.39454804
Optometrist,113,17,160,80.30062467,3.710317543
Ramrod,113,16,144,91.85771294,2.201543142
Sylvia Winfield,113,16,145,91.10904038,2.30596792
Smokin' Joe Frazier,113,15,159,80.14972861,3.951539823
Female Singer,113,9,142,87.77960669,4.134985251
Old Man,113,15,133,99.61521534,1.236495575
MCINTYRE,113,13,154,82.71673247,3.881415929
Caricature,112,13,147,87.05288462,3.2575
Tom Petty,112,13,140,92.34038462,2.52
LARRY KING V.O.,112,13,133,97.62788462,1.7825
Guard #1,112,22,139,96.67308442,1.040097403
Raoul,112,14,142,91.45428571,2.490714286
Clay Babcock,112,19,137,97.36791353,1.14287594
Smilin' Joe Fission,111,17,148,87.40764706,2.689803922
Benjamin,111,25,140,95.6256973,1.024482883
Jon Stewart,111,15,131,99.48075676,1.222126126
Priest,111,12,137,93.03003378,2.581463964
Judge #1,111,9,152,78.46801802,5.378558559
Driver,110,22,130,101.7781818,0.305454545
Warrior Statue,110,11,151,80.55227273,4.508181818
Shepard Fairey,110,16,150,84.49323864,3.182159091
Temperance,110,19,129,101.7459569,0.506076555
Insurance Agent,110,19,143,90.97868421,2.007894737
Jerry Springer,109,12,152,79.64110474,4.407545872
State Comptroller Atkins,109,20,141,91.86655275,1.799720183
Workers,109,51,140,96.00513582,0.399492715
Postmaster Bill,109,11,145,84.23598832,3.971793161
Teenager,109,25,137,96.07748991,0.941592661
Audience,109,70,143,94.26550917,0.498019659
Young Dr. Foster,108,17,138,92.28676471,1.965424837
Amid,108,15,162,72.627,4.918
Director #2,108,19,151,82.78219298,3.124990253
Carrie,108,20,139,92.47066667,1.703037037
Hans,108,16,127,100.5004167,0.918425926
CAMPAIGN ANNOUNCER,108,11,159,72.31954545,5.611313131
General,108,19,180,60.06552632,6.293508772
Officer,108,17,154,79.75343137,3.713572985
Bonnie,108,20,137,94.03733333,1.484518519
Romantic Lover Voice,108,16,136,93.45041667,1.901759259
Queen Elizabeth II,107,11,136,89.43284622,3.201767205
Deion Overstreet,107,15,138,90.48438629,2.410691589
Mailman,107,24,136,94.7808197,1.146880841
Caller,107,8,144,79.40516939,5.506623832
Orson Welles,107,13,151,79.09198418,4.272336449
MCCLURE,107,17,158,75.5231061,4.289004948
Good-looking Bachelor,107,12,129,95.79019081,2.113668224
Congregation,107,24,133,97.15278232,0.81603972
Australian Woman,107,11,141,85.47957519,3.753169074
Leonard Nimoy,106,17,147,83.18353496,3.205915649
Moses/milhouse,106,24,133,96.20302673,0.938160377
Businesswoman,106,17,151,79.99108213,3.651198668
Amendment,106,9,139,83.94281971,4.476918239
Qtoktok,106,19,141,88.63840616,2.282015889
Veterinarian,105,13,131,93.08835165,2.281904762
Dean,105,18,134,92.94845238,1.744047619
Spud,105,19,130,96.48293233,1.174786967
Mel Brooks,105,16,134,92.20834821,2.028422619
Jenkins,105,14,138,88.03392857,2.843571429
Fit Tony,105,17,136,90.9887395,2.102633053
24-Year-Old Homer,105,17,132,94.21159664,1.653109244
Campers,105,26,134,94.77024725,1.044047619
Prof. Hobbes,105,12,141,84.34803571,3.668214286
New Age Clerk,105,15,153,76.45571429,4.334285714
Ashley,105,18,129,96.97702381,1.182142857
Joe Namath,105,21,123,102.6571429,0.182857143
Üter,104,22,130,96.28681818,1.003636364
Mission Impossible Voice,104,13,170,60.42653846,6.818461538
Veronica,104,13,131,92.15153846,2.393461538
TRUONG,104,7,166,56.72038462,9.038901099
Aristotle,104,13,130,92.965,2.28
Sergeant Crew,104,10,145,78.32707692,4.917923077
Mountain Man,104,18,135,91.15324786,1.980641026
Edmund,103,18,136,89.32209008,2.222249191
KING TOOT,103,15,135,88.98183819,2.554019417
Indigent Man,103,17,138,87.3377213,2.582649914
Young Man,103,21,125,99.18676375,0.643245492
Usher,103,16,124,98.45239381,1.126450243
Lucky Jim,103,11,126,93.83964695,2.496769638
Thought Bubble Homer,103,16,121,100.9164715,0.782760922
KODOS-CLINTON,103,14,156,71.23546117,5.151130374
Lender,102,9,130,87.50813725,3.869215686
Mechanic,102,16,133,90.05261029,2.28252451
LARGO,102,17,136,87.945,2.483333333
Montymort,101,16,131,90.69909963,2.176825495
"Nedward Flanders, Sr.",101,15,119,100.3234389,0.938970297
UNCLE ZACK,101,16,127,94.04959468,1.709498762
Bouncer,101,18,121,99.78724697,0.734966997
House,101,27,124,99.17280161,0.356017602
Hiram,100,22,120,100.7013636,0.342727273
Curator,100,19,140,83.05289474,2.982631579
Alarmist Narrator,100,10,144,74.861,5.302
KANG-DOLE,100,19,144,79.66889474,3.454631579
Cadet Larsen,100,22,132,90.54936364,1.758727273
Ken,100,18,141,81.91011111,3.214666667
Ramona,100,14,133,87.067,2.889714286
Jackson Browne,99,9,116,96.54272727,2.526262626
Drew Carey,99,11,126,90.02727273,2.938181818
Rob Reiner,99,14,141,79.16659091,3.973917749
Mr. Thai,99,24,142,81.30267045,2.944002525
Girls,99,34,116,104.7522861,-0.628149138
Constable Wiggum,99,16,127,92.02741477,1.960498737
MR. O'HARA,98,12,136,81.1417517,3.970510204
Fbi Agent #2,98,13,134,83.50591052,3.484693878
Male Marketing Executive,98,9,133,80.96849206,4.670952381
Old Italian Man,98,17,114,102.5715786,0.384765906
Contractor,98,13,130,86.95897174,3.003061224
Moe's Thoughts,97,12,123,91.35412801,2.525386598
Reporter #1,97,16,127,89.91661405,2.223859536
D.J. Kwanzaa,97,16,119,96.89393363,1.25066366
Young Moe,97,17,116,99.87239539,0.746634324
Shopkeeper,97,20,127,91.14730155,1.750984536
Steve Allen,97,7,129,80.26072165,5.507069219
Protesters,97,17,122,94.6394057,1.476531231
Soccer Mom,97,12,130,85.24897337,3.37693299
DANTE JR.,97,12,120,93.97062285,2.160438144
Pepi,97,20,122,95.50812629,1.142737113
James Lipton,97,15,132,85.14556014,2.989731959
Teller #2,96,11,120,92.22681818,2.563636364
Will Lyman,96,12,145,70.93375,5.352916667
Willie Nelson,96,16,129,87.06375,2.60625
Johnny Carson,96,13,122,91.82711538,2.285833333
Sebastian Kobb,96,14,129,86.19375,2.940535714
Hamlet Bart,96,24,128,89.975,1.703333333
Ak,96,18,133,84.21541667,2.837916667
Customer,96,19,121,95.07532895,1.253442982
Dr. H. Boyle,96,9,134,77.92083333,5.040833333
Steven Tyler,95,10,114,95.6725,2.275
Dante Calabresi,95,17,114,99.64294118,0.749411765
Judd Apatow,95,11,143,70.72382775,5.540287081
CYRUS MANLEY,95,14,123,90.41276316,2.334323308
Mr. Zhao,95,18,136,80.36647661,3.360964912
Mozart,95,19,128,87.77263158,2.258947368
Helen Morehouse,95,22,127,89.35520335,1.868827751
DON BOOKNER,95,16,117,96.61685855,1.258256579
Nrc Man,95,14,135,79.72644737,3.824849624
Bobby Mindich,95,25,121,95.22431579,0.921473684
Admissions Director,94,12,141,71.98416667,5.165
Britney Spears,94,11,143,69.46136364,5.693791103
Hockey Announcer #1,94,12,133,79.18416667,4.160744681
Fletcher Christian,94,12,126,85.48416667,3.282021277
Lobbyist,94,14,125,87.52,2.72006079
Patrick McGoohan,94,15,120,92.47433333,1.917829787
Dan Rather,93,9,129,78.99827957,4.807741935
Bob Newhart,93,13,119,91.32223325,2.298924731
Drug Lord,93,15,116,95.01941935,1.54627957
Ms. Sinclair,93,15,128,84.10329032,3.068860215
Station Manager,93,15,123,88.65167742,2.434451613
Tom Kite,93,17,112,99.39848197,0.7542821
Kid Rock,93,14,103,106.3957258,0.06953149
Parents,93,26,119,94.95281017,0.903924731
Virgil Simpson,93,17,115,96.66944972,1.134927261
Verity,92,17,129,82.71814578,3.066240409
Innkeeper,92,17,116,94.67249361,1.398849105
Mr. Fisk,92,7,109,93.2623913,3.516149068
Amuse Bruce,92,4,118,74.98130435,8.514782609
Jockey #1,92,19,106,104.4463501,-0.105926773
Maggie Simpson,92,15,120,90.26184058,2.193304348
Robert Evans,91,16,125,84.85339629,2.836916209
Quenly,91,14,118,90.5364011,2.246098901
Ronaldo,91,15,121,88.18722344,2.46610989
Audience Member,91,13,115,92.81791209,2.052087912
Secretary,91,22,123,88.28714036,1.972632368
Songster,91,7,111,90.44659341,3.873406593
Speaker,91,12,124,83.85879579,3.446620879
Dad,91,15,117,91.90590476,1.947428571
James Madison,90,15,128,80.425,3.532222222
Huck Finn,90,25,103,106.361,-0.681555556
Tourist,90,11,121,84.79045455,3.465353535
Jay Leno,90,10,112,92.42,2.604444444
Tumi,90,14,113,94.09,1.732698413
Very Tall Man,90,15,122,86.065,2.745555556
Ms. Pommelhorst,90,13,133,74.78807692,4.547777778
Man #2,90,17,121,87.72147059,2.339150327
Mr. T,90,16,111,96.785625,1.157083333
Batman,90,12,129,77.9625,4.248333333
Chief Inspector,90,12,132,75.1425,4.641666667
Executive #2,90,15,110,97.345,1.172222222
Farmer Billy,90,8,108,93.89625,2.9575
Country Singer,90,6,106,91.97,4.157777778
Barflies,90,33,109,101.6068182,-0.235252525
Leopold,90,11,118,87.61045455,3.072020202
Chauffeur,90,17,108,99.94147059,0.634705882
Scoey,90,13,120,87.00807692,2.843333333
Dick,89,14,108,97.72182584,1.208386838
HANK WILLIAMS JR.,89,21,108,99.87265918,0.381958266
DUM,89,10,99,103.695882,1.006842697
REGULAR GHOST MARGE,89,12,114,90.94303839,2.417106742
Ms. Killebrew,89,16,114,92.82501756,1.693981742
Collette,89,13,118,87.71986171,2.72494382
Spokesman,89,9,119,83.68092385,4.044194757
Jack Bauer,89,13,118,87.71986171,2.72494382
Trucker #1,88,13,106,98.05968531,1.263636364
Woman #2,88,15,116,89.36215152,2.252545455
Halle Berry,88,12,125,79.22121212,4.031363636
Flight Attendant,88,15,112,93.20760606,1.716181818
Director #1,88,18,125,81.70232323,3.078030303
Male Icelander,88,12,137,67.68484848,5.640454545
Dracula,88,14,117,87.97545455,2.550064935
DIAMOND JOE,87,9,118,82.27850575,4.184597701
DESERT HIPSTER,87,6,113,82.23474138,5.391436782
Party Posse,87,11,102,99.62106583,1.329028213
Moe Dog,87,11,101,100.5934796,1.193396029
Thomas Jefferson,87,15,143,61.89282759,6.067402299
Captain Mordecai,87,15,115,89.12041379,2.269701149
Gun Clerk,87,15,126,78.42386207,3.761655172
Cameron Winklevoss,87,5,108,84.15331034,5.844275862
Milhouse's Thoughts,86,10,108,91.86413953,2.582604651
Vin Scully,86,14,107,95.34186047,1.487109635
PENN,86,19,107,96.98264994,0.856658507
20-something Husband,86,15,101,101.6598527,0.504139535
Clark Gable,86,14,108,94.35813953,1.624318937
Wildlife Man,86,11,125,75.93442918,4.6102537
Taffy,86,16,108,95.13751453,1.324854651
Scheherazade,86,12,108,93.31897287,2.023604651
King Julio,86,15,106,96.74124806,1.190186047
Kid,86,19,103,100.9175337,0.307821297
Robot #1,85,12,123,77.2242402,4.247794118
LEELA,85,14,116,85.21838235,2.881386555
Snow White,85,22,100,103.3839973,-0.200828877
Cia Agent #1,85,14,117,84.22308824,3.020210084
Ernest Borgnine,85,15,105,96.57745098,1.196470588
Fortune Teller,85,16,114,87.97928309,2.307757353
Spanish Chef,84,14,103,97.00928571,1.219047619
Bono,84,14,103,97.00928571,1.219047619
NFL NARRATOR,84,8,132,63.23464286,7.047857143
Terry Bradshaw,84,9,105,91.61166667,2.8
Recorded Voice,84,12,133,65.78,5.823333333
Female Judge,84,13,129,70.35510989,5.051428571
"Ed Begley, Jr.",84,11,114,84.26980519,3.402467532
Thought Bubble Moe,83,17,106,93.83603827,1.383997165
Joyce,83,14,96,102.9668976,0.370335628
Rory,83,16,104,95.56486822,1.218667169
Carla,83,6,101,89.84717871,4.164036145
Duncan,83,15,121,77.88613655,3.770409639
Fitness Salesman,83,15,109,90.11746185,2.064385542
B-52'S,83,5,89,99.27033735,3.537012048
Researcher #2,83,13,119,79.06063948,3.818072289
Security Guard #1,83,14,113,85.63918675,2.787203098
Federation Executive,83,13,121,77.02208526,4.102409639
Researcher #1,83,15,101,98.27167871,0.927036145
Psychic,83,15,122,76.86685944,3.912578313
Cat Lady,83,23,116,84.93602933,2.308957569
Fox News Anchor,83,10,128,67.94303012,5.844590361
Little Richard,83,14,108,90.73557229,2.076359725
Keith Olbermann,83,12,106,91.77120984,2.177379518
Mabel,83,16,103,96.58414533,1.076498494
Justice Of The Peace,83,15,116,82.98252209,3.059566265
Senator Mendoza,82,22,118,81.31035477,2.844124169
Collection Agent,82,12,104,92.60160569,2.040853659
Nasa Announcer #1,82,9,140,53.14819783,8.109674797
NRBQ,82,3,100,75.92093496,9.460243902
Wilbur,82,17,92,107.0220445,-0.469799139
Mr. Muntz,82,10,106,89.15102439,2.861658537
Woody Allen,82,13,112,84.8814728,2.987073171
Be Sharps,82,14,106,91.52902439,1.947944251
Farm Critic,82,12,103,93.63331301,1.89695122
CLIVE MERIWETHER,82,6,115,74.31699187,6.288780488
Stephen Jay Gould,82,15,128,69.22779675,4.961512195
MONROE,82,8,119,73.65807927,5.531890244
Pirate Captain,81,12,102,93.45041667,1.901759259
Young Woman,81,11,101,93.8720202,1.995398429
Natalie Maines,81,6,96,92.86583333,3.660185185
Young Carl,81,14,101,95.47361111,1.380008818
Mr. Dewey,81,9,114,78.63333333,4.527407407
Billy,81,24,114,84.34270833,2.333657407
Walsingham,81,15,111,85.42066667,2.68637037
Randall Curtis,81,15,113,83.33177778,2.977728395
